Epoch, training loss, validation loss, validation accuracy, ,,
581,0.168129,0.305280,0.916000, ,,
582,0.167896,0.305206,0.915000, ,,
583,0.167638,0.305331,0.916000, ,,
584,0.167440,0.305247,0.916000, ,,
585,0.167141,0.305249,0.916000, ,,
586,0.166886,0.305215,0.915000, ,,
587,0.166713,0.305140,0.916000, ,,
588,0.166452,0.305008,0.915000, ,,
589,0.166139,0.305143,0.915000, ,,
590,0.165909,0.305167,0.916000, ,,
591,0.165751,0.305167,0.915000, ,,
592,0.165439,0.304993,0.916000, ,,
593,0.165261,0.305246,0.915000, ,,
594,0.164993,0.305063,0.915000, ,,
595,0.164703,0.304930,0.915000, ,,
596,0.164481,0.304935,0.915000, ,,
597,0.164295,0.305061,0.914000, ,,
598,0.164090,0.304797,0.915000, ,,
599,0.163782,0.304593,0.914000, ,,
600,0.163501,0.304656,0.915000, ,,
601,0.163313,0.304968,0.916000, ,,
602,0.163069,0.304881,0.914000, ,,
603,0.162773,0.304847,0.914000, ,,
604,0.162598,0.304573,0.914000, ,,
605,0.162419,0.304572,0.914000, ,,
606,0.162148,0.304993,0.913000, ,,
607,0.161820,0.304918,0.914000, ,,
608,0.161600,0.304814,0.914000, ,,
609,0.161344,0.304749,0.914000, ,,
610,0.161127,0.304592,0.915000, ,,
611,0.160935,0.304711,0.914000, ,,
612,0.160656,0.304592,0.914000, ,,
613,0.160478,0.304461,0.914000, ,,
614,0.160189,0.304568,0.913000, ,,
615,0.159987,0.304441,0.914000, ,,
616,0.159832,0.304603,0.913000, ,,
617,0.159531,0.304428,0.913000, ,,
618,0.159322,0.304314,0.914000, ,,
619,0.159101,0.304468,0.914000, ,,
620,0.158827,0.304618,0.913000, ,,
621,0.158617,0.304624,0.913000, ,,
622,0.158339,0.304476,0.913000, ,,
623,0.158170,0.304143,0.914000, ,,
624,0.157847,0.304082,0.914000, ,,
625,0.157742,0.304068,0.914000, ,,
626,0.157459,0.304514,0.913000, ,,
627,0.157174,0.304575,0.913000, ,,
628,0.156980,0.304703,0.913000, ,,
629,0.156770,0.304300,0.914000, ,,
630,0.156551,0.304063,0.913000, ,,
631,0.156255,0.303943,0.913000, ,,
632,0.156038,0.304172,0.913000, ,,
633,0.155786,0.304226,0.913000, ,,
634,0.155606,0.304438,0.913000, ,,
635,0.155346,0.304234,0.913000, ,,
636,0.155111,0.304203,0.913000, ,,
637,0.154948,0.304420,0.913000, ,,
638,0.154689,0.304193,0.913000, ,,
639,0.154459,0.304273,0.913000, ,,
640,0.154254,0.303951,0.913000, ,,
641,0.154001,0.304108,0.913000, ,,
