Epoch, training loss, validation loss, validation accuracy, ,,
222,2.262886,2.260573,0.281000, ,,
223,2.262127,2.259752,0.232000, ,,
224,2.261625,2.259554,0.238000, ,,
225,2.261189,2.259350,0.244000, ,,
226,2.260512,2.258566,0.231000, ,,
227,2.260293,2.257906,0.229000, ,,
228,2.259949,2.257841,0.235000, ,,
229,2.259329,2.256813,0.288000, ,,
230,2.258435,2.256827,0.295000, ,,
231,2.258673,2.256125,0.322000, ,,
232,2.257317,2.254825,0.227000, ,,
233,2.257188,2.255006,0.236000, ,,
234,2.256548,2.254351,0.263000, ,,
235,2.255850,2.253891,0.228000, ,,
236,2.255288,2.252987,0.221000, ,,
237,2.254555,2.252286,0.321000, ,,
238,2.254457,2.252143,0.355000, ,,
239,2.254043,2.251359,0.264000, ,,
240,2.252895,2.250376,0.235000, ,,
241,2.252598,2.249773,0.243000, ,,
242,2.251592,2.249846,0.304000, ,,
243,2.250989,2.248591,0.297000, ,,
244,2.250150,2.247728,0.235000, ,,
245,2.249878,2.247099,0.233000, ,,
246,2.248952,2.246851,0.327000, ,,
247,2.248431,2.245980,0.262000, ,,
248,2.247748,2.245295,0.281000, ,,
249,2.246734,2.244178,0.315000, ,,
250,2.245945,2.243597,0.233000, ,,
251,2.245293,2.242767,0.307000, ,,
252,2.244702,2.241762,0.231000, ,,
253,2.243896,2.241501,0.303000, ,,
254,2.243863,2.240177,0.301000, ,,
255,2.242492,2.239710,0.238000, ,,
256,2.241403,2.238648,0.253000, ,,
257,2.240669,2.237851,0.247000, ,,
258,2.239556,2.237261,0.324000, ,,
259,2.238634,2.236196,0.238000, ,,
260,2.237815,2.235016,0.290000, ,,
261,2.236803,2.234237,0.300000, ,,
262,2.235906,2.233305,0.317000, ,,
263,2.235271,2.232339,0.253000, ,,
264,2.234271,2.231131,0.241000, ,,
265,2.233303,2.230526,0.303000, ,,
266,2.232401,2.229061,0.260000, ,,
267,2.231186,2.228624,0.335000, ,,
268,2.230187,2.227203,0.231000, ,,
269,2.229557,2.226160,0.236000, ,,
270,2.228346,2.225000,0.315000, ,,
271,2.227000,2.223697,0.239000, ,,
272,2.225823,2.222732,0.259000, ,,
273,2.224839,2.222437,0.310000, ,,
274,2.223825,2.220553,0.255000, ,,
275,2.222575,2.219289,0.255000, ,,
276,2.221491,2.218057,0.247000, ,,
277,2.220042,2.217330,0.291000, ,,
278,2.219169,2.216186,0.297000, ,,
279,2.218095,2.213817,0.251000, ,,
280,2.216847,2.213034,0.280000, ,,
281,2.215603,2.212180,0.336000, ,,
282,2.214198,2.211001,0.274000, ,,
283,2.212597,2.208907,0.237000, ,,
284,2.211075,2.207564,0.293000, ,,
285,2.210072,2.206205,0.286000, ,,
286,2.208331,2.204234,0.261000, ,,
287,2.207014,2.203309,0.243000, ,,
288,2.205920,2.201320,0.248000, ,,
289,2.203914,2.200671,0.369000, ,,
290,2.202679,2.199183,0.325000, ,,
291,2.201155,2.196942,0.251000, ,,
292,2.199426,2.195579,0.363000, ,,
293,2.197997,2.193565,0.239000, ,,
