Epoch, training loss, validation loss, validation accuracy,,,
317,0.256395,0.329938,0.900000,,,
318,0.255872,0.329754,0.901000,,,
319,0.255383,0.329829,0.899000,,,
320,0.254962,0.329371,0.900000,,,
321,0.254320,0.328899,0.900000,,,
322,0.253937,0.328622,0.901000,,,
323,0.253383,0.328353,0.901000,,,
324,0.252988,0.328485,0.901000,,,
325,0.252411,0.328223,0.899000,,,
326,0.251907,0.327868,0.900000,,,
327,0.251472,0.327719,0.900000,,,
328,0.250959,0.327490,0.900000,,,
329,0.250480,0.327213,0.901000,,,
330,0.250100,0.327312,0.900000,,,
331,0.249584,0.326798,0.903000,,,
332,0.249051,0.326412,0.901000,,,
333,0.248640,0.326345,0.902000,,,
334,0.248200,0.326243,0.902000,,,
335,0.247709,0.326004,0.902000,,,
336,0.247240,0.325913,0.903000,,,
337,0.246777,0.325491,0.903000,,,
338,0.246308,0.325327,0.903000,,,
339,0.245888,0.325424,0.903000,,,
340,0.245337,0.325112,0.904000,,,
341,0.244968,0.324819,0.904000,,,
342,0.244518,0.324661,0.903000,,,
343,0.244054,0.324639,0.904000,,,
344,0.243603,0.324435,0.903000,,,
345,0.243205,0.324189,0.904000,,,
346,0.242745,0.323903,0.904000,,,
347,0.242302,0.323360,0.905000,,,
348,0.241935,0.323318,0.905000,,,
349,0.241413,0.323515,0.904000,,,
350,0.241018,0.323258,0.904000,,,
351,0.240637,0.323227,0.903000,,,
352,0.240121,0.323089,0.904000,,,
353,0.239752,0.322610,0.905000,,,
354,0.239322,0.322564,0.904000,,,
355,0.238959,0.322269,0.905000,,,
356,0.238425,0.322170,0.904000,,,
357,0.237999,0.322021,0.904000,,,
358,0.237559,0.321806,0.905000,,,
359,0.237231,0.321840,0.905000,,,
360,0.236779,0.321460,0.906000,,,
361,0.236329,0.321191,0.907000,,,
362,0.235938,0.320985,0.906000,,,
363,0.235505,0.321110,0.908000,,,
364,0.235126,0.321112,0.907000,,,
365,0.234757,0.320846,0.907000,,,
366,0.234268,0.320637,0.907000,,,
367,0.233881,0.320405,0.905000,,,
368,0.233425,0.320179,0.907000,,,
369,0.233024,0.320028,0.908000,,,
370,0.232696,0.320035,0.907000,,,
371,0.232317,0.319793,0.908000,,,
372,0.231879,0.319452,0.907000,,,
373,0.231465,0.319258,0.907000,,,
374,0.231108,0.318911,0.908000,,,
375,0.230687,0.319180,0.907000,,,
376,0.230254,0.319167,0.907000,,,
377,0.229884,0.318961,0.907000,,,
378,0.229505,0.318927,0.907000,,,
379,0.229124,0.318752,0.907000,,,
380,0.228781,0.318549,0.907000,,,
381,0.228337,0.318333,0.908000,,,
382,0.227906,0.318265,0.908000,,,
383,0.227582,0.317932,0.908000,,,
384,0.227190,0.317855,0.909000,,,
385,0.226798,0.317740,0.908000,,,
386,0.226438,0.317834,0.907000,,,
387,0.226041,0.317589,0.908000,,,
388,0.225708,0.317355,0.908000,,,
389,0.225258,0.317408,0.908000,,,
390,0.224863,0.317269,0.909000,,,
391,0.224503,0.316927,0.908000,,,
392,0.224110,0.316715,0.908000,,,
393,0.223796,0.316512,0.908000,,,
394,0.223462,0.316786,0.909000,,,
395,0.223076,0.316644,0.909000,,,
396,0.222677,0.316572,0.908000,,,
397,0.222302,0.316233,0.908000,,,
398,0.222009,0.315865,0.910000,,,
399,0.221591,0.315896,0.908000,,,
400,0.221189,0.315925,0.908000,,,
401,0.220839,0.315983,0.909000,,,
402,0.220491,0.315683,0.908000,,,
403,0.220109,0.315554,0.908000,,,
404,0.219788,0.315372,0.908000,,,
405,0.219463,0.315305,0.909000,,,
406,0.219038,0.315297,0.907000,,,
407,0.218661,0.315169,0.909000,,,
408,0.218346,0.315105,0.908000,,,
409,0.217971,0.315148,0.908000,,,
410,0.217634,0.314729,0.909000,,,
411,0.217285,0.314676,0.908000,,,
412,0.216909,0.314566,0.909000,,,
413,0.216556,0.314340,0.909000,,,
414,0.216357,0.314555,0.908000,,,
415,0.215866,0.314436,0.909000,,,
416,0.215479,0.314200,0.909000,,,
417,0.215248,0.314015,0.908000,,,
418,0.214833,0.313908,0.908000,,,
419,0.214480,0.313867,0.909000,,,
420,0.214112,0.313745,0.909000,,,
421,0.213786,0.313635,0.909000,,,
422,0.213457,0.313439,0.909000,,,
423,0.213108,0.313343,0.909000,,,
424,0.212815,0.313483,0.909000,,,
425,0.212455,0.313364,0.909000,,,
426,0.212129,0.313056,0.910000,,,
427,0.211760,0.313146,0.908000,,,
428,0.211384,0.313054,0.909000,,,
429,0.211095,0.312928,0.908000,,,
430,0.210775,0.312850,0.909000,,,
431,0.210478,0.312551,0.909000,,,
432,0.210107,0.312733,0.907000,,,
433,0.209794,0.312409,0.909000,,,
434,0.209526,0.312378,0.908000,,,
435,0.209137,0.312311,0.907000,,,
436,0.208766,0.312224,0.908000,,,
437,0.208495,0.312048,0.909000,,,
438,0.208112,0.312162,0.908000,,,
439,0.207810,0.312073,0.909000,,,
440,0.207484,0.311828,0.908000,,,
441,0.207103,0.311738,0.908000,,,
442,0.206805,0.311609,0.908000,,,
443,0.206537,0.311434,0.908000,,,
444,0.206205,0.311600,0.908000,,,
